,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
149,0.617,0.824,9,-9.33,0,0.0523,0.000272,0.842,0.0752,0.237,142.989,audio_features,7evLcrrniiw3S0LA8F3P1v,spotify:track:7evLcrrniiw3S0LA8F3P1v,https://api.spotify.com/v1/tracks/7evLcrrniiw3S0LA8F3P1v,https://api.spotify.com/v1/audio-analysis/7evLcrrniiw3S0LA8F3P1v,256519,4
150,0.796,0.669,5,-7.929,0,0.054,0.0565,0.877,0.0615,0.339,129.997,audio_features,4UgstCyrgpaPLVVsf64sez,spotify:track:4UgstCyrgpaPLVVsf64sez,https://api.spotify.com/v1/tracks/4UgstCyrgpaPLVVsf64sez,https://api.spotify.com/v1/audio-analysis/4UgstCyrgpaPLVVsf64sez,325122,4
151,0.75,0.662,4,-15.94,1,0.0753,0.318,0.382,0.0879,0.627,133.032,audio_features,4WUYv43gJtAAIaeSBml8ow,spotify:track:4WUYv43gJtAAIaeSBml8ow,https://api.spotify.com/v1/tracks/4WUYv43gJtAAIaeSBml8ow,https://api.spotify.com/v1/audio-analysis/4WUYv43gJtAAIaeSBml8ow,203910,4
152,0.633,0.755,8,-9.904,1,0.0373,0.00378,0.765,0.445,0.0896,129.988,audio_features,5Un6I8vHv1x0HdWEXjOgwc,spotify:track:5Un6I8vHv1x0HdWEXjOgwc,https://api.spotify.com/v1/tracks/5Un6I8vHv1x0HdWEXjOgwc,https://api.spotify.com/v1/audio-analysis/5Un6I8vHv1x0HdWEXjOgwc,237027,4
153,0.811,0.736,8,-7.443,1,0.179,0.00179,0.811,0.426,0.371,137.028,audio_features,147QfD9wJR5ztI6SpfBj1G,spotify:track:147QfD9wJR5ztI6SpfBj1G,https://api.spotify.com/v1/tracks/147QfD9wJR5ztI6SpfBj1G,https://api.spotify.com/v1/audio-analysis/147QfD9wJR5ztI6SpfBj1G,188100,4
154,0.638,0.841,8,-6.817,1,0.184,0.0962,0.191,0.52,0.35,135.026,audio_features,3jx6OuHForSbsX62V5Dr39,spotify:track:3jx6OuHForSbsX62V5Dr39,https://api.spotify.com/v1/tracks/3jx6OuHForSbsX62V5Dr39,https://api.spotify.com/v1/audio-analysis/3jx6OuHForSbsX62V5Dr39,210557,4
155,0.491,0.819,2,-6.867,0,0.0489,0.0196,0.505,0.26,0.125,133.974,audio_features,5tUlvCKbV6xyAI7MgFuB0p,spotify:track:5tUlvCKbV6xyAI7MgFuB0p,https://api.spotify.com/v1/tracks/5tUlvCKbV6xyAI7MgFuB0p,https://api.spotify.com/v1/audio-analysis/5tUlvCKbV6xyAI7MgFuB0p,215728,4
156,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49E-05,0.0777,0.757,171.804,audio_features,6qspW4YKycviDFjHBOaqUY,spotify:track:6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/audio-analysis/6qspW4YKycviDFjHBOaqUY,279507,4
157,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,audio_features,4CeeEOM32jQcH3eN9Q2dGj,spotify:track:4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/tracks/4CeeEOM32jQcH3eN9Q2dGj,https://api.spotify.com/v1/audio-analysis/4CeeEOM32jQcH3eN9Q2dGj,301920,4
158,0.375,0.893,2,-4.097,1,0.0406,0.000509,0,0.187,0.434,174.323,audio_features,7ygpwy2qP3NbrxVkHvUhXY,spotify:track:7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/tracks/7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/audio-analysis/7ygpwy2qP3NbrxVkHvUhXY,258773,4
159,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067,4
160,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307,4
161,0.666,0.855,9,-5.051,0,0.0295,0.179,1.20E-06,0.0987,0.803,125.639,audio_features,31AOj9sFz2gM0O3hMARRBx,spotify:track:31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/tracks/31AOj9sFz2gM0O3hMARRBx,https://api.spotify.com/v1/audio-analysis/31AOj9sFz2gM0O3hMARRBx,268427,4
162,0.687,0.918,7,-4.676,1,0.0392,0.00211,1.26E-05,0.344,0.747,110.06,audio_features,73q3FpQVXWk5eSUnyo83E4,spotify:track:73q3FpQVXWk5eSUnyo83E4,https://api.spotify.com/v1/tracks/73q3FpQVXWk5eSUnyo83E4,https://api.spotify.com/v1/audio-analysis/73q3FpQVXWk5eSUnyo83E4,209400,4
163,0.641,0.861,4,-6.9,1,0.0697,0.228,0,0.868,0.473,105.316,audio_features,17ZAZ24Eyh5fKqQ06u4R3d,spotify:track:17ZAZ24Eyh5fKqQ06u4R3d,https://api.spotify.com/v1/tracks/17ZAZ24Eyh5fKqQ06u4R3d,https://api.spotify.com/v1/audio-analysis/17ZAZ24Eyh5fKqQ06u4R3d,249760,4
164,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14E-06,0.154,0.858,107.891,audio_features,0weAUscowxeqDtpCgtbpgp,spotify:track:0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/tracks/0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/audio-analysis/0weAUscowxeqDtpCgtbpgp,227933,4
165,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,audio_features,27QvYgBk0CHOVHthWnkuWt,spotify:track:27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/tracks/27QvYgBk0CHOVHthWnkuWt,https://api.spotify.com/v1/audio-analysis/27QvYgBk0CHOVHthWnkuWt,316813,4
166,0.764,0.966,0,-6.286,1,0.0506,0.105,4.34E-05,0.12,0.353,122.674,audio_features,5lxWBU8FM7pqidZcDsgvb3,spotify:track:5lxWBU8FM7pqidZcDsgvb3,https://api.spotify.com/v1/tracks/5lxWBU8FM7pqidZcDsgvb3,https://api.spotify.com/v1/audio-analysis/5lxWBU8FM7pqidZcDsgvb3,267400,4
167,0.557,0.798,6,-7.405,1,0.0935,0.000851,0.675,0.183,0.794,112.187,audio_features,7eheoW4hxrH51ww2QePVwF,spotify:track:7eheoW4hxrH51ww2QePVwF,https://api.spotify.com/v1/tracks/7eheoW4hxrH51ww2QePVwF,https://api.spotify.com/v1/audio-analysis/7eheoW4hxrH51ww2QePVwF,244093,4
168,0.811,0.823,4,-5.921,0,0.0423,0.0553,4.52E-06,0.158,0.827,106.929,audio_features,7L93GESzq43UkKUt5FsOCq,spotify:track:7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/tracks/7L93GESzq43UkKUt5FsOCq,https://api.spotify.com/v1/audio-analysis/7L93GESzq43UkKUt5FsOCq,218547,4
169,0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,audio_features,0uEp9E98JB5awlA084uaIg,spotify:track:0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/tracks/0uEp9E98JB5awlA084uaIg,https://api.spotify.com/v1/audio-analysis/0uEp9E98JB5awlA084uaIg,320267,4
170,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.10E-06,0.0565,0.836,103.731,audio_features,4ePP9So5xRzspjLFVVbj90,spotify:track:4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/tracks/4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/audio-analysis/4ePP9So5xRzspjLFVVbj90,256733,4
171,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,audio_features,3ZpQiJ78LKINrW9SQTgbXd,spotify:track:3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/tracks/3ZpQiJ78LKINrW9SQTgbXd,https://api.spotify.com/v1/audio-analysis/3ZpQiJ78LKINrW9SQTgbXd,272107,4
172,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,audio_features,3G69vJMWsX6ZohTykad2AU,spotify:track:3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/tracks/3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/audio-analysis/3G69vJMWsX6ZohTykad2AU,276187,4
173,0.796,0.537,10,-9.383,0,0.0751,0.445,0.0725,0.0862,0.857,97.886,audio_features,60Pjyla2BNnWzWxNXxGa4u,spotify:track:60Pjyla2BNnWzWxNXxGa4u,https://api.spotify.com/v1/tracks/60Pjyla2BNnWzWxNXxGa4u,https://api.spotify.com/v1/audio-analysis/60Pjyla2BNnWzWxNXxGa4u,257670,4
174,0.512,0.574,5,-7.016,1,0.0273,0.0425,2.31E-05,0.105,0.161,119.917,audio_features,5GHY1DFWKz3Prg2V0Iodqo,spotify:track:5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/tracks/5GHY1DFWKz3Prg2V0Iodqo,https://api.spotify.com/v1/audio-analysis/5GHY1DFWKz3Prg2V0Iodqo,280040,4
175,0.55,0.444,7,-7.588,1,0.0292,0.241,0,0.187,0.0438,120.179,audio_features,2RzJwBCXsS1VnjDm2jKKAa,spotify:track:2RzJwBCXsS1VnjDm2jKKAa,https://api.spotify.com/v1/tracks/2RzJwBCXsS1VnjDm2jKKAa,https://api.spotify.com/v1/audio-analysis/2RzJwBCXsS1VnjDm2jKKAa,320667,4
176,0.765,0.29,4,-17.117,0,0.139,0.0279,0,0.571,0.506,92.409,audio_features,0Q0IVlqMV64kNLlwjPj0Hl,spotify:track:0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/tracks/0Q0IVlqMV64kNLlwjPj0Hl,https://api.spotify.com/v1/audio-analysis/0Q0IVlqMV64kNLlwjPj0Hl,298773,4
177,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,audio_features,225xvV8r1yKMHErSWivnow,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4
178,0.554,0.49,4,-8.046,1,0.0457,0.0168,0.000534,0.136,0.513,84.275,audio_features,4zkzkEQGjfzmq0tVzpsMdM,spotify:track:4zkzkEQGjfzmq0tVzpsMdM,https://api.spotify.com/v1/tracks/4zkzkEQGjfzmq0tVzpsMdM,https://api.spotify.com/v1/audio-analysis/4zkzkEQGjfzmq0tVzpsMdM,265507,4
179,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4
180,0.472,0.946,2,-4.591,1,0.145,0.0372,0,0.352,0.486,177.489,audio_features,7LygtNjQ65PSdzVjUnHXQb,spotify:track:7LygtNjQ65PSdzVjUnHXQb,https://api.spotify.com/v1/tracks/7LygtNjQ65PSdzVjUnHXQb,https://api.spotify.com/v1/audio-analysis/7LygtNjQ65PSdzVjUnHXQb,201027,4
181,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12E-06,0.0914,0.815,85.519,audio_features,75IN3CtuZwTHTnZvYM4qnJ,spotify:track:75IN3CtuZwTHTnZvYM4qnJ,https://api.spotify.com/v1/tracks/75IN3CtuZwTHTnZvYM4qnJ,https://api.spotify.com/v1/audio-analysis/75IN3CtuZwTHTnZvYM4qnJ,268400,4
182,0.622,0.807,5,-6.752,0,0.408,0.103,0,0.306,0.892,174.06,audio_features,6x4tKaOzfNJpEJHySoiJcs,spotify:track:6x4tKaOzfNJpEJHySoiJcs,https://api.spotify.com/v1/tracks/6x4tKaOzfNJpEJHySoiJcs,https://api.spotify.com/v1/audio-analysis/6x4tKaOzfNJpEJHySoiJcs,220293,4
183,0.82,0.937,5,-4.81,0,0.0549,0.135,0.000122,0.35,0.906,130.992,audio_features,42nSaPdT6g3ZIMHmKLlP2p,spotify:track:42nSaPdT6g3ZIMHmKLlP2p,https://api.spotify.com/v1/tracks/42nSaPdT6g3ZIMHmKLlP2p,https://api.spotify.com/v1/audio-analysis/42nSaPdT6g3ZIMHmKLlP2p,239400,4
184,0.754,0.819,0,-6.833,1,0.112,0.0684,0,0.345,0.818,142.137,audio_features,5bGmuxShUba9maPswDnhCs,spotify:track:5bGmuxShUba9maPswDnhCs,https://api.spotify.com/v1/tracks/5bGmuxShUba9maPswDnhCs,https://api.spotify.com/v1/audio-analysis/5bGmuxShUba9maPswDnhCs,215800,4
185,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,audio_features,0hrBpAOgrt8RXigk83LLNE,spotify:track:0hrBpAOgrt8RXigk83LLNE,https://api.spotify.com/v1/tracks/0hrBpAOgrt8RXigk83LLNE,https://api.spotify.com/v1/audio-analysis/0hrBpAOgrt8RXigk83LLNE,191240,4
186,0.553,0.954,2,-4.671,1,0.0538,0.000274,0.151,0.188,0.235,130.046,audio_features,7Duqn8un04Nz5n4PWk83Q5,spotify:track:7Duqn8un04Nz5n4PWk83Q5,https://api.spotify.com/v1/tracks/7Duqn8un04Nz5n4PWk83Q5,https://api.spotify.com/v1/audio-analysis/7Duqn8un04Nz5n4PWk83Q5,301933,4
187,0.541,0.677,4,-10.764,1,0.0373,0.122,0.0191,0.0938,0.555,101.1,audio_features,77pOyJP8PK4XoUr80TqJjr,spotify:track:77pOyJP8PK4XoUr80TqJjr,https://api.spotify.com/v1/tracks/77pOyJP8PK4XoUr80TqJjr,https://api.spotify.com/v1/audio-analysis/77pOyJP8PK4XoUr80TqJjr,316467,4
188,0.801,0.581,5,-8.491,0,0.0681,0.0968,0.000318,0.0971,0.656,107.545,audio_features,2FK7fxjzQEXD7Z32HSF0Hl,spotify:track:2FK7fxjzQEXD7Z32HSF0Hl,https://api.spotify.com/v1/tracks/2FK7fxjzQEXD7Z32HSF0Hl,https://api.spotify.com/v1/audio-analysis/2FK7fxjzQEXD7Z32HSF0Hl,227267,4
189,0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,audio_features,6m59VvDUi0UQsB2eZ9wVbH,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,https://api.spotify.com/v1/tracks/6m59VvDUi0UQsB2eZ9wVbH,https://api.spotify.com/v1/audio-analysis/6m59VvDUi0UQsB2eZ9wVbH,261853,4
190,0.792,0.819,10,-4.933,0,0.0367,0.00564,0.000163,0.175,0.515,108.056,audio_features,3tH03v5SIWaglfE3rzXzeB,spotify:track:3tH03v5SIWaglfE3rzXzeB,https://api.spotify.com/v1/tracks/3tH03v5SIWaglfE3rzXzeB,https://api.spotify.com/v1/audio-analysis/3tH03v5SIWaglfE3rzXzeB,286307,4
191,0.787,0.63,0,-12.295,1,0.0609,0.0274,6.69E-06,0.161,0.882,125.347,audio_features,6J6RWKCPN5RFKHUKEUFjxS,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,https://api.spotify.com/v1/tracks/6J6RWKCPN5RFKHUKEUFjxS,https://api.spotify.com/v1/audio-analysis/6J6RWKCPN5RFKHUKEUFjxS,267293,4
192,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,audio_features,27AHAtAirQapVldIm4c9ZX,spotify:track:27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/tracks/27AHAtAirQapVldIm4c9ZX,https://api.spotify.com/v1/audio-analysis/27AHAtAirQapVldIm4c9ZX,195107,4
193,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,audio_features,6MdqqkQ8sSC0WB4i8PyRuQ,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/audio-analysis/6MdqqkQ8sSC0WB4i8PyRuQ,304600,4
194,0.348,0.88,2,-7.366,1,0.0978,0.128,0,0.357,0.606,101.185,audio_features,22HYEJveCvykVDHDiEEmjZ,spotify:track:22HYEJveCvykVDHDiEEmjZ,https://api.spotify.com/v1/tracks/22HYEJveCvykVDHDiEEmjZ,https://api.spotify.com/v1/audio-analysis/22HYEJveCvykVDHDiEEmjZ,278779,4
195,0.748,0.939,0,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001,audio_features,1DSJNBNhGZCigg9ll5VeZv,spotify:track:1DSJNBNhGZCigg9ll5VeZv,https://api.spotify.com/v1/tracks/1DSJNBNhGZCigg9ll5VeZv,https://api.spotify.com/v1/audio-analysis/1DSJNBNhGZCigg9ll5VeZv,198067,4
196,0.768,0.864,11,-6.145,1,0.0324,0.101,0,0.162,0.891,110.008,audio_features,1Je1IMUlBXcx1Fz0WE7oPT,spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/tracks/1Je1IMUlBXcx1Fz0WE7oPT,https://api.spotify.com/v1/audio-analysis/1Je1IMUlBXcx1Fz0WE7oPT,173027,4
197,0.368,0.849,10,-6.973,0,0.0417,7.70E-05,0.276,0.167,0.377,171.661,audio_features,4bIwOXjK9XhSciQNhBiu3Q,spotify:track:4bIwOXjK9XhSciQNhBiu3Q,https://api.spotify.com/v1/tracks/4bIwOXjK9XhSciQNhBiu3Q,https://api.spotify.com/v1/audio-analysis/4bIwOXjK9XhSciQNhBiu3Q,286840,4
198,0.396,0.0898,1,-14.07,1,0.0362,0.951,8.93E-06,0.106,0.134,117.089,audio_features,6a12yrkah2Fs6FQ8QCdFfP,spotify:track:6a12yrkah2Fs6FQ8QCdFfP,https://api.spotify.com/v1/tracks/6a12yrkah2Fs6FQ8QCdFfP,https://api.spotify.com/v1/audio-analysis/6a12yrkah2Fs6FQ8QCdFfP,270507,3
199,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
200,0.697,0.945,10,-6.169,0,0.0419,0.00331,0.0482,0.0946,0.861,125.022,audio_features,1ffslNl0FbbFvorcEVLUFL,spotify:track:1ffslNl0FbbFvorcEVLUFL,https://api.spotify.com/v1/tracks/1ffslNl0FbbFvorcEVLUFL,https://api.spotify.com/v1/audio-analysis/1ffslNl0FbbFvorcEVLUFL,245333,4
201,0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd,243160,4
202,0.751,0.939,8,-3.305,0,0.0466,0.0521,0.00056,0.477,0.905,112.041,audio_features,221LRlPHPuevgE1tuUlof9,spotify:track:221LRlPHPuevgE1tuUlof9,https://api.spotify.com/v1/tracks/221LRlPHPuevgE1tuUlof9,https://api.spotify.com/v1/audio-analysis/221LRlPHPuevgE1tuUlof9,200440,4
203,0.384,0.438,0,-9.149,1,0.0362,0.753,0,0.101,0.287,87.903,audio_features,5EQzuYfTZt7B2LqlvTF49l,spotify:track:5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/tracks/5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/audio-analysis/5EQzuYfTZt7B2LqlvTF49l,456867,4
204,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78E-05,0.18,0.536,76.039,audio_features,6urCAbunOQI4bLhmGpX7iS,spotify:track:6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/tracks/6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/audio-analysis/6urCAbunOQI4bLhmGpX7iS,263560,4
205,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67E-05,0.0441,0.89,108.17,audio_features,6e8Ou0wiqAzIpWb2eSxll8,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/tracks/6e8Ou0wiqAzIpWb2eSxll8,https://api.spotify.com/v1/audio-analysis/6e8Ou0wiqAzIpWb2eSxll8,197560,4
206,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,audio_features,11mwFrKvLXCbcVGNxffGyP,spotify:track:11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/tracks/11mwFrKvLXCbcVGNxffGyP,https://api.spotify.com/v1/audio-analysis/11mwFrKvLXCbcVGNxffGyP,217573,4
207,0.612,0.924,9,-3.877,1,0.0316,0.159,4.34E-05,0.103,0.96,115.953,audio_features,3i3GeK0qLQybu4ah42YmCY,spotify:track:3i3GeK0qLQybu4ah42YmCY,https://api.spotify.com/v1/tracks/3i3GeK0qLQybu4ah42YmCY,https://api.spotify.com/v1/audio-analysis/3i3GeK0qLQybu4ah42YmCY,295987,4
208,0.572,0.888,5,-5.202,1,0.0322,0.0615,6.97E-05,0.744,0.594,96.315,audio_features,6IdHsQdCFgZt99tz67nt6V,spotify:track:6IdHsQdCFgZt99tz67nt6V,https://api.spotify.com/v1/tracks/6IdHsQdCFgZt99tz67nt6V,https://api.spotify.com/v1/audio-analysis/6IdHsQdCFgZt99tz67nt6V,245053,4
209,0.566,0.705,0,-7.569,1,0.0311,0.43,0,0.109,0.781,168.152,audio_features,7xUVverKyPPPAW3sDqXhfi,spotify:track:7xUVverKyPPPAW3sDqXhfi,https://api.spotify.com/v1/tracks/7xUVverKyPPPAW3sDqXhfi,https://api.spotify.com/v1/audio-analysis/7xUVverKyPPPAW3sDqXhfi,279400,4
210,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
211,0.565,0.564,2,-10.044,1,0.0292,0.161,0,0.114,0.454,134.355,audio_features,0jWgAnTrNZmOGmqgvHhZEm,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295533,4
212,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66E-06,0.216,0.741,165.98,audio_features,2dwhMQsFeHr2S787WxqAqW,spotify:track:2dwhMQsFeHr2S787WxqAqW,https://api.spotify.com/v1/tracks/2dwhMQsFeHr2S787WxqAqW,https://api.spotify.com/v1/audio-analysis/2dwhMQsFeHr2S787WxqAqW,347107,4
213,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,audio_features,5QLHGv0DfpeXLNFo7SFEy1,spotify:track:5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/tracks/5QLHGv0DfpeXLNFo7SFEy1,https://api.spotify.com/v1/audio-analysis/5QLHGv0DfpeXLNFo7SFEy1,266200,4
214,0.67,0.558,2,-9.159,1,0.0251,0.238,0,0.106,0.63,80.511,audio_features,5mkGfmJGFZpwK9nA5amOhv,spotify:track:5mkGfmJGFZpwK9nA5amOhv,https://api.spotify.com/v1/tracks/5mkGfmJGFZpwK9nA5amOhv,https://api.spotify.com/v1/audio-analysis/5mkGfmJGFZpwK9nA5amOhv,173493,4
215,0.617,0.871,7,-6.333,1,0.0357,0.007,1.80E-06,0.272,0.618,106.114,audio_features,13SKWUEst7c0WohbwPAJJT,spotify:track:13SKWUEst7c0WohbwPAJJT,https://api.spotify.com/v1/tracks/13SKWUEst7c0WohbwPAJJT,https://api.spotify.com/v1/audio-analysis/13SKWUEst7c0WohbwPAJJT,231510,4
216,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,audio_features,0lnxrQAd9ZxbhBBe7d8FO8,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/tracks/0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/audio-analysis/0lnxrQAd9ZxbhBBe7d8FO8,268653,4
217,0.545,0.902,6,-5.302,1,0.0471,0.0556,0,0.196,0.777,91.251,audio_features,1nrackcWUBo87xecPgry2G,spotify:track:1nrackcWUBo87xecPgry2G,https://api.spotify.com/v1/tracks/1nrackcWUBo87xecPgry2G,https://api.spotify.com/v1/audio-analysis/1nrackcWUBo87xecPgry2G,247573,4
218,0.615,0.467,1,-9.883,1,0.0327,0.314,0,0.099,0.177,119.919,audio_features,28UMiBhn383n9S7GL4tsxD,spotify:track:28UMiBhn383n9S7GL4tsxD,https://api.spotify.com/v1/tracks/28UMiBhn383n9S7GL4tsxD,https://api.spotify.com/v1/audio-analysis/28UMiBhn383n9S7GL4tsxD,273667,4
219,0.68,0.625,11,-7,0,0.0353,0.0645,5.81E-05,0.109,0.814,94.02,audio_features,3x4yV0hW5Ve3TKhFkXSqFn,spotify:track:3x4yV0hW5Ve3TKhFkXSqFn,https://api.spotify.com/v1/tracks/3x4yV0hW5Ve3TKhFkXSqFn,https://api.spotify.com/v1/audio-analysis/3x4yV0hW5Ve3TKhFkXSqFn,266000,4
220,0.862,0.918,10,-7.325,0,0.108,0.0287,1.15E-06,0.0492,0.651,124.811,audio_features,0UAEHlFR79k9CJvknSGUNf,spotify:track:0UAEHlFR79k9CJvknSGUNf,https://api.spotify.com/v1/tracks/0UAEHlFR79k9CJvknSGUNf,https://api.spotify.com/v1/audio-analysis/0UAEHlFR79k9CJvknSGUNf,215040,4
221,0.626,0.134,6,-14.898,1,0.0298,0.467,0,0.113,0.239,91.893,audio_features,1gVgkQFOKa8Wc1HYsJtPdH,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,https://api.spotify.com/v1/tracks/1gVgkQFOKa8Wc1HYsJtPdH,https://api.spotify.com/v1/audio-analysis/1gVgkQFOKa8Wc1HYsJtPdH,334107,4
222,0.356,0.913,9,-6.015,1,0.0499,0.0339,0,0.221,0.537,171.157,audio_features,1WYEDcS7WGjv0rG7rmMX3o,spotify:track:1WYEDcS7WGjv0rG7rmMX3o,https://api.spotify.com/v1/tracks/1WYEDcS7WGjv0rG7rmMX3o,https://api.spotify.com/v1/audio-analysis/1WYEDcS7WGjv0rG7rmMX3o,359547,4
223,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58E-06,0.108,0.602,100.22,audio_features,4vDBJeeQCbhP9FaPPMsYkY,spotify:track:4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/tracks/4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/audio-analysis/4vDBJeeQCbhP9FaPPMsYkY,268333,4
